xvals,yvals
7.115091,432.639486
9.889912,552.619942
4.329395,402.064971
9.739502,558.180379
6.065065,403.014682
7.403958,467.228413
8.866339,511.442671
0.387,364.465539
9.610195,552.333353
0.007034,350.29487
7.57861,483.540803
9.179875,498.383633
4.272562,394.785228
3.003371,352.375281
5.770828,414.639701
5.333886,416.881853
8.544935,512.102385
0.218709,369.178062
4.232787,390.693301
0.058343,357.548638
2.777505,347.209989
8.463494,503.478553
3.055818,356.771471
8.240764,469.992362
0.486355,353.481808
5.965354,401.913339
1.621675,348.524031
0.361951,366.569222
5.224884,402.119704
1.586154,352.419684
4.481357,409.677984
6.917785,433.656426
7.402203,467.77318
9.504768,538.625825
1.032313,350.080955
0.484906,353.587362
5.763118,414.682306
4.895809,379.991894
3.150029,370.180998
5.526477,430.01864
2.352039,379.837715
5.636228,426.133801
7.816324,475.411752
4.478942,409.069333
1.715962,339.679212
5.077663,385.011365
6.36176,438.548848
6.410276,445.318235
7.100154,430.66036
0.948781,340.265121
5.608404,429.239472
9.028951,498.414746
3.590556,382.856861
9.916088,548.8346
5.191137,397.66995
7.556081,483.077799
5.987567,401.102226
8.768811,519.10484
9.155407,497.518079
9.921787,548.948448
5.569862,429.956334
7.270292,448.137034
7.113871,430.7774
7.90596,467.235068
6.471312,451.073512
5.130646,389.535172
4.303806,398.193292
7.58268,485.477147
4.383946,405.963677
7.895056,468.963235
1.193628,366.747214
3.588807,383.942853
1.894449,338.626044
6.987887,430.505465
4.591856,403.896562
3.54228,388.210641
0.395193,364.531077
2.294271,377.660659
0.888239,334.055303
0.877043,333.824084
3.22649,378.870265
1.964966,343.44155
8.335804,483.52672
1.243666,371.045352
3.004603,351.422329
9.129945,496.434312
9.233325,500.930216
9.630222,553.318235
1.132123,361.785687
6.4941,451.734034
7.026647,428.054372
6.458312,449.267133
8.0023,461.322611
1.316149,372.423738
9.434415,529.288819
0.097012,360.314809
3.45802,391.654254
7.904042,469.023617
8.572547,515.152224
3.069814,360.714084
9.871279,553.69169
0.006797,351.218409
2.89733,344.84256
5.623857,427.777456
8.523472,509.788704
7.128016,431.796141
6.942706,430.785079
4.753911,389.996657
7.555891,482.881786
6.867812,435.853637
1.020183,349.307736
